image_path,label,class_name,source_dataset,original_split,original_style,artist,split_random,split_cross_a,split_cross_b,split_artist
data\standardized\coco\02093.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\02094.jpg,1,art,wikiart,,,franz-richard-unterberger,train,train,test,train
data\standardized\wikiart\02095.jpg,1,art,wikiart,,,gilles-aillaud,train,train,test,train
data\standardized\places365\02096.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\02097.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\02098.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\02099.jpg,1,art,artbench,train,impressionism,horace-trenerry,train,test,train,val
data\standardized\coco\02100.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\02101.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\02102.jpg,1,art,artbench,train,romanticism,frederick-morgan,train,test,val,train
data\standardized\places365\02103.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\02104.jpg,1,art,wikiart,,,ilka-gedo,train,train,test,test
data\standardized\places365\02105.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\02106.jpg,1,art,wikiart,,,vladimir-makovsky,train,train,test,train
data\standardized\artbench\02107.jpg,1,art,artbench,train,art_nouveau,nicholas-roerich,train,test,val,train
data\standardized\wikiart\02108.jpg,1,art,wikiart,,,albrecht-durer,train,train,test,test
data\standardized\coco\02109.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\coco\02110.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\wikiart\02111.jpg,1,art,wikiart,,,louis-schanker,train,train,test,train
data\standardized\coco\02112.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\02113.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\coco\02114.jpg,0,photo,coco,,,,val,test,train,test
data\standardized\coco\02115.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\02116.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\coco\02117.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\02118.jpg,1,art,wikiart,,,martiros-saryan,train,train,test,train
data\standardized\places365\02119.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\coco\02120.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\02121.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\02122.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\wikiart\02123.jpg,1,art,wikiart,,,heorhiy-narbut,train,train,test,test
data\standardized\coco\02124.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\02125.jpg,1,art,artbench,train,renaissance,joachim-patinir,train,test,train,test
data\standardized\places365\02126.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\02127.jpg,1,art,artbench,train,ukiyo_e,toyohara-kunichika,train,test,train,test
data\standardized\artbench\02128.jpg,1,art,artbench,test,romanticism,graham-sutherland,train,test,val,test
data\standardized\coco\02129.jpg,0,photo,coco,,,,val,test,val,val
data\standardized\places365\02130.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\coco\02131.jpg,0,photo,coco,,,,val,test,val,val
data\standardized\wikiart\02132.jpg,1,art,wikiart,,,pyotr-konchalovsky,train,train,test,test
data\standardized\wikiart\02133.jpg,1,art,wikiart,,,panayiotis-tetsis,train,train,test,train
data\standardized\wikiart\02134.jpg,1,art,wikiart,,,cornelis-springer,train,train,test,test
data\standardized\artbench\02135.jpg,1,art,artbench,train,impressionism,adam-baltatu,train,test,train,train
data\standardized\places365\02136.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\02137.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\coco\02138.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\artbench\02139.jpg,1,art,artbench,train,ukiyo_e,kajita-hanko,test,test,train,train
data\standardized\places365\02140.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\places365\02141.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\02142.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\02143.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\places365\02144.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\coco\02145.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\02146.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\02147.jpg,1,art,wikiart,,,theodor-pallady,train,train,test,test
data\standardized\coco\02148.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\02149.jpg,1,art,wikiart,,,julian-alden-weir,train,train,test,train
data\standardized\places365\02150.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\coco\02151.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\02152.jpg,1,art,wikiart,,,vasily-surikov,train,train,test,train
data\standardized\artbench\02153.jpg,1,art,artbench,train,ukiyo_e,utagawa-yoshitsuya,train,test,train,train
data\standardized\places365\02154.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\artbench\02155.jpg,1,art,artbench,train,art_nouveau,aubrey-beardsley,train,test,val,train
data\standardized\coco\02156.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\02157.jpg,1,art,wikiart,,,arthur-verona,train,train,test,train
data\standardized\artbench\02158.jpg,1,art,artbench,train,baroque,jacob-ochtervelt,val,test,train,train
data\standardized\coco\02159.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\02160.jpg,1,art,artbench,train,romanticism,john-glover,train,test,val,train
data\standardized\wikiart\02161.jpg,1,art,wikiart,,,theodore-gericault,train,train,test,test
data\standardized\artbench\02162.jpg,1,art,artbench,train,ukiyo_e,suzuki-harunobu,val,test,train,train
data\standardized\artbench\02163.jpg,1,art,artbench,train,post_impressionism,robert-spencer,train,test,train,train
data\standardized\artbench\02164.jpg,1,art,artbench,train,expressionism,romualdo-locatelli,test,test,train,val
data\standardized\coco\02165.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\02166.jpg,1,art,artbench,train,baroque,ferdinand-bol,train,test,train,train
data\standardized\wikiart\02167.jpg,1,art,wikiart,,,childe-hassam,test,train,test,test
data\standardized\coco\02168.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\02169.jpg,1,art,artbench,train,baroque,jacob-jordaens,train,test,train,test
data\standardized\places365\02170.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\02171.jpg,1,art,wikiart,,,william-hogarth,val,train,test,train
data\standardized\wikiart\02172.jpg,1,art,wikiart,,,pierre-auguste-renoir,train,train,test,val
data\standardized\wikiart\02173.jpg,1,art,wikiart,,,ferdinand-hodler,train,train,test,train
data\standardized\wikiart\02174.jpg,1,art,wikiart,,,nikolay-bogdanov-belsky,train,val,test,train
data\standardized\places365\02175.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\coco\02176.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\02177.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\02178.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\02179.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\02180.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\02181.jpg,1,art,artbench,train,surrealism,drago,train,test,train,val
data\standardized\places365\02182.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\coco\02183.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\wikiart\02184.jpg,1,art,wikiart,,,lucian-freud,train,train,test,train
data\standardized\coco\02185.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\02186.jpg,1,art,artbench,train,renaissance,palma-il-giovane,train,test,val,train
data\standardized\coco\02187.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\02188.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\02189.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\02190.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\02191.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\02192.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\02193.jpg,1,art,wikiart,,,john-singer-sargent,train,train,test,train
data\standardized\wikiart\02194.jpg,1,art,wikiart,,,marc-chagall,train,val,test,train
data\standardized\artbench\02195.jpg,1,art,artbench,train,baroque,jacob-ochtervelt,train,test,train,train
data\standardized\coco\02196.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\02197.jpg,1,art,wikiart,,,henri-fantin-latour,train,train,test,train
data\standardized\coco\02198.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\02199.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\02200.jpg,1,art,wikiart,,,vladimir-makovsky,train,train,test,train
data\standardized\wikiart\02201.jpg,1,art,wikiart,,,raphael-kirchner,train,val,test,train
data\standardized\coco\02202.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\02203.jpg,1,art,wikiart,,,rembrandt,train,val,test,train
data\standardized\wikiart\02204.jpg,1,art,wikiart,,,paul-cezanne,train,val,test,train
data\standardized\artbench\02205.jpg,1,art,artbench,train,ukiyo_e,utagawa-hiroshige,test,test,train,train
data\standardized\places365\02206.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\coco\02207.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\02208.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\02209.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\02210.jpg,1,art,wikiart,,,nicholas-roerich,test,train,test,train
data\standardized\coco\02211.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\02212.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\artbench\02213.jpg,1,art,artbench,train,art_nouveau,raphael-kirchner,test,test,val,train
data\standardized\coco\02214.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\artbench\02215.jpg,1,art,artbench,train,ukiyo_e,kubo-shunman,test,test,train,train
data\standardized\wikiart\02216.jpg,1,art,wikiart,,,mstislav-dobuzhinsky,train,train,test,val
data\standardized\wikiart\02217.jpg,1,art,wikiart,,,hans-baldung,train,train,test,train
data\standardized\wikiart\02218.jpg,1,art,wikiart,,,winston-churchill,train,train,test,train
data\standardized\artbench\02219.jpg,1,art,artbench,train,expressionism,nikos-nikolaou,train,test,train,val
data\standardized\wikiart\02220.jpg,1,art,wikiart,,,peder-severin-kroyer,train,train,test,train
data\standardized\artbench\02221.jpg,1,art,artbench,train,ukiyo_e,keisai-eisen,test,test,train,train
data\standardized\coco\02222.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\02223.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\02224.jpg,1,art,wikiart,,,franz-marc,train,train,test,train
data\standardized\artbench\02225.jpg,1,art,artbench,train,ukiyo_e,hosoda-eishi,train,test,val,train
data\standardized\wikiart\02226.jpg,1,art,wikiart,,,pierre-auguste-renoir,train,train,test,val
data\standardized\coco\02227.jpg,0,photo,coco,,,,val,test,val,val
data\standardized\wikiart\02228.jpg,1,art,wikiart,,,lyubov-popova,train,train,test,train
data\standardized\coco\02229.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\02230.jpg,1,art,artbench,train,expressionism,nikolaos-lytras,train,test,val,test
data\standardized\coco\02231.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\02232.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\02233.jpg,1,art,wikiart,,,mikhail-vrubel,train,train,test,train
data\standardized\artbench\02234.jpg,1,art,artbench,train,post_impressionism,paul-gauguin,train,test,train,val
data\standardized\wikiart\02235.jpg,1,art,wikiart,,,wassily-kandinsky,train,val,test,test
data\standardized\coco\02236.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\coco\02237.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\02238.jpg,1,art,artbench,train,expressionism,paul-nash,train,test,train,test
data\standardized\artbench\02239.jpg,1,art,artbench,train,impressionism,max-kurzweil,test,test,train,train
data\standardized\wikiart\02240.jpg,1,art,wikiart,,,kitagawa-utamaro,train,train,test,train
data\standardized\artbench\02241.jpg,1,art,artbench,train,art_nouveau,jacek-malczewski,train,test,train,train
data\standardized\artbench\02242.jpg,1,art,artbench,train,romanticism,eleanor-fortescue-brickdale,train,test,train,train
data\standardized\wikiart\02243.jpg,1,art,wikiart,,,pyotr-konchalovsky,train,train,test,test
data\standardized\places365\02244.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\02245.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\artbench\02246.jpg,1,art,artbench,train,renaissance,pieter-bruegel-the-elder,val,test,train,train
data\standardized\wikiart\02247.jpg,1,art,wikiart,,,josefa-de-obidos,test,train,test,train
data\standardized\coco\02248.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\02249.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\02250.jpg,0,photo,coco,,,,test,test,train,test
data\standardized\places365\02251.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\02252.jpg,1,art,artbench,train,renaissance,palma-il-giovane,train,test,train,train
data\standardized\coco\02253.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\artbench\02254.jpg,1,art,artbench,train,baroque,aelbert-cuyp,train,test,train,train
data\standardized\wikiart\02255.jpg,1,art,wikiart,,,vincent-van-gogh,train,train,test,train
data\standardized\places365\02256.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\wikiart\02257.jpg,1,art,wikiart,,,conrad-marca-relli,train,train,test,train
data\standardized\places365\02258.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\02259.jpg,1,art,artbench,test,post_impressionism,pablo-picasso,val,test,train,train
data\standardized\wikiart\02260.jpg,1,art,wikiart,,,peter-paul-rubens,train,train,test,test
data\standardized\wikiart\02261.jpg,1,art,wikiart,,,walter-de-maria,train,val,test,train
data\standardized\artbench\02262.jpg,1,art,artbench,test,expressionism,maria-helena-vieira-da-silva,train,test,train,train
data\standardized\wikiart\02263.jpg,1,art,wikiart,,,marevna-(marie-vorobieff),train,train,test,train
data\standardized\wikiart\02264.jpg,1,art,wikiart,,,jan-matejko,train,train,test,train
data\standardized\places365\02265.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\wikiart\02266.jpg,1,art,wikiart,,,henri-fantin-latour,train,val,test,train
data\standardized\coco\02267.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\02268.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\wikiart\02269.jpg,1,art,wikiart,,,pierre-auguste-renoir,train,train,test,val
data\standardized\artbench\02270.jpg,1,art,artbench,train,expressionism,tsuguharu-foujita,train,test,train,train
data\standardized\artbench\02271.jpg,1,art,artbench,test,art_nouveau,nicholas-roerich,train,test,train,train
data\standardized\artbench\02272.jpg,1,art,artbench,train,renaissance,michelangelo,train,test,val,test
data\standardized\coco\02273.jpg,0,photo,coco,,,,test,test,train,test
